IP地址,数据中心,地区,城市,网络延迟
104.16.248.123,SJC,北美洲,圣何塞,273 ms
104.24.72.25,IAD,北美洲,阿什本,273 ms
104.24.68.52,IAD,北美洲,阿什本,273 ms
104.24.23.156,IAD,北美洲,阿什本,273 ms
104.24.21.104,IAD,北美洲,阿什本,273 ms
104.25.232.87,IAD,北美洲,阿什本,273 ms
104.20.230.89,IAD,北美洲,阿什本,273 ms
104.16.45.56,SJC,北美洲,圣何塞,273 ms
104.20.161.48,IAD,北美洲,阿什本,273 ms
104.20.209.227,IAD,北美洲,阿什本,273 ms
104.17.45.106,SJC,北美洲,圣何塞,273 ms
104.17.228.16,SJC,北美洲,圣何塞,274 ms
104.19.147.86,SJC,北美洲,圣何塞,274 ms
104.21.100.54,AMS,欧洲,阿姆斯特丹,274 ms
104.16.191.227,SJC,北美洲,圣何塞,274 ms
104.22.19.128,IAD,北美洲,阿什本,274 ms
104.19.231.245,SJC,北美洲,圣何塞,274 ms
104.21.102.25,AMS,欧洲,阿姆斯特丹,274 ms
104.20.204.207,IAD,北美洲,阿什本,275 ms
104.16.99.70,SJC,北美洲,圣何塞,275 ms
104.24.203.254,IAD,北美洲,阿什本,275 ms
104.17.130.120,SJC,北美洲,圣何塞,275 ms
104.25.48.20,IAD,北美洲,阿什本,275 ms
104.16.25.154,SJC,北美洲,圣何塞,275 ms
104.20.64.138,IAD,北美洲,阿什本,275 ms
104.19.58.34,SJC,北美洲,圣何塞,275 ms
104.21.99.64,AMS,欧洲,阿姆斯特丹,275 ms
104.25.228.11,IAD,北美洲,阿什本,275 ms
104.25.231.164,IAD,北美洲,阿什本,275 ms
104.19.198.9,SJC,北美洲,圣何塞,275 ms
104.25.46.146,IAD,北美洲,阿什本,275 ms
104.19.172.227,SJC,北美洲,圣何塞,275 ms
104.25.147.158,IAD,北美洲,阿什本,276 ms
104.18.106.72,SJC,北美洲,圣何塞,276 ms
104.25.129.126,IAD,北美洲,阿什本,276 ms
104.25.127.40,IAD,北美洲,阿什本,276 ms
104.25.128.222,IAD,北美洲,阿什本,276 ms
104.25.126.101,IAD,北美洲,阿什本,276 ms
104.18.138.90,SJC,北美洲,圣何塞,276 ms
104.20.135.158,IAD,北美洲,阿什本,276 ms
104.17.196.191,SJC,北美洲,圣何塞,276 ms
104.20.248.134,IAD,北美洲,阿什本,276 ms
104.22.30.82,IAD,北美洲,阿什本,276 ms
104.16.247.183,SJC,北美洲,圣何塞,276 ms
104.25.178.20,IAD,北美洲,阿什本,277 ms
104.20.247.84,IAD,北美洲,阿什本,277 ms
154.194.12.202,SJC,北美洲,圣何塞,277 ms
104.19.187.77,SJC,北美洲,圣何塞,277 ms
104.20.244.35,IAD,北美洲,阿什本,277 ms
1.1.1.139,SJC,北美洲,圣何塞,277 ms
104.25.125.176,IAD,北美洲,阿什本,278 ms
104.20.246.148,IAD,北美洲,阿什本,278 ms
104.20.183.72,IAD,北美洲,阿什本,278 ms
1.1.1.8,SJC,北美洲,圣何塞,278 ms
104.16.132.68,SJC,北美洲,圣何塞,278 ms
104.16.206.101,SJC,北美洲,圣何塞,278 ms
104.20.245.126,IAD,北美洲,阿什本,278 ms
104.20.215.31,IAD,北美洲,阿什本,278 ms
104.24.69.171,IAD,北美洲,阿什本,278 ms
1.0.0.227,SJC,北美洲,圣何塞,278 ms
1.0.0.156,SJC,北美洲,圣何塞,278 ms
104.25.227.168,IAD,北美洲,阿什本,279 ms
104.25.230.43,IAD,北美洲,阿什本,279 ms
104.20.222.254,IAD,北美洲,阿什本,279 ms
104.18.35.226,SJC,北美洲,圣何塞,279 ms
1.0.0.37,SJC,北美洲,圣何塞,279 ms
104.17.128.40,SJC,北美洲,圣何塞,279 ms
104.22.22.93,IAD,北美洲,阿什本,279 ms
104.17.86.39,SJC,北美洲,圣何塞,279 ms
104.25.2.149,IAD,北美洲,阿什本,279 ms
1.1.1.36,SJC,北美洲,圣何塞,279 ms
104.20.214.95,IAD,北美洲,阿什本,279 ms
104.20.115.148,IAD,北美洲,阿什本,280 ms
1.1.1.85,SJC,北美洲,圣何塞,280 ms
104.20.217.162,IAD,北美洲,阿什本,280 ms
1.0.0.141,SJC,北美洲,圣何塞,280 ms
104.25.229.76,IAD,北美洲,阿什本,281 ms
1.1.1.36,SJC,北美洲,圣何塞,281 ms
88.216.67.190,SJC,北美洲,圣何塞,281 ms
104.18.137.171,SJC,北美洲,圣何塞,281 ms
104.21.23.230,AMS,欧洲,阿姆斯特丹,281 ms
104.20.105.92,IAD,北美洲,阿什本,281 ms
104.17.96.62,SJC,北美洲,圣何塞,281 ms
104.17.187.11,SJC,北美洲,圣何塞,281 ms
104.17.147.91,SJC,北美洲,圣何塞,281 ms
104.19.185.20,SJC,北美洲,圣何塞,282 ms
1.1.1.195,SJC,北美洲,圣何塞,282 ms
104.17.157.76,SJC,北美洲,圣何塞,282 ms
104.25.83.252,IAD,北美洲,阿什本,282 ms
104.20.208.150,IAD,北美洲,阿什本,282 ms
1.1.1.156,SJC,北美洲,圣何塞,283 ms
104.20.206.96,IAD,北美洲,阿什本,283 ms
104.18.253.239,SJC,北美洲,圣何塞,283 ms
104.18.73.220,SJC,北美洲,圣何塞,283 ms
104.22.39.61,IAD,北美洲,阿什本,283 ms
104.21.19.118,AMS,欧洲,阿姆斯特丹,283 ms
104.20.201.224,IAD,北美洲,阿什本,283 ms
1.1.1.96,SJC,北美洲,圣何塞,283 ms
104.20.198.48,IAD,北美洲,阿什本,284 ms
104.25.45.68,IAD,北美洲,阿什本,284 ms
104.20.98.143,IAD,北美洲,阿什本,284 ms
104.19.119.178,SJC,北美洲,圣何塞,284 ms
104.21.47.152,AMS,欧洲,阿姆斯特丹,284 ms
104.25.226.38,IAD,北美洲,阿什本,284 ms
1.1.1.149,SJC,北美洲,圣何塞,284 ms
104.19.227.191,SJC,北美洲,圣何塞,284 ms
104.17.233.18,SJC,北美洲,圣何塞,284 ms
104.24.251.70,IAD,北美洲,阿什本,284 ms
104.20.3.49,IAD,北美洲,阿什本,284 ms
104.17.197.173,SJC,北美洲,圣何塞,285 ms
104.20.200.99,IAD,北美洲,阿什本,285 ms
104.25.225.178,IAD,北美洲,阿什本,285 ms
104.25.49.175,IAD,北美洲,阿什本,285 ms
104.19.237.230,SJC,北美洲,圣何塞,285 ms
104.25.44.101,IAD,北美洲,阿什本,286 ms
104.25.69.150,IAD,北美洲,阿什本,286 ms
104.25.47.121,IAD,北美洲,阿什本,286 ms
104.19.104.237,SJC,北美洲,圣何塞,286 ms
1.1.1.109,SJC,北美洲,圣何塞,286 ms
104.21.31.173,AMS,欧洲,阿姆斯特丹,286 ms
104.18.192.97,SJC,北美洲,圣何塞,286 ms
1.0.0.151,SJC,北美洲,圣何塞,286 ms
1.0.0.106,SJC,北美洲,圣何塞,286 ms
104.21.96.58,AMS,欧洲,阿姆斯特丹,287 ms
104.23.120.77,IAD,北美洲,阿什本,287 ms
104.25.43.115,IAD,北美洲,阿什本,287 ms
104.20.2.111,IAD,北美洲,阿什本,287 ms
104.17.122.212,SJC,北美洲,圣何塞,287 ms
104.25.41.254,IAD,北美洲,阿什本,287 ms
1.0.0.14,SJC,北美洲,圣何塞,287 ms
104.25.35.24,IAD,北美洲,阿什本,287 ms
1.1.1.31,SJC,北美洲,圣何塞,287 ms
104.19.186.204,SJC,北美洲,圣何塞,288 ms
104.20.159.95,IAD,北美洲,阿什本,288 ms
104.19.179.81,SJC,北美洲,圣何塞,288 ms
104.20.192.19,IAD,北美洲,阿什本,288 ms
104.20.62.55,IAD,北美洲,阿什本,288 ms
104.20.114.143,IAD,北美洲,阿什本,288 ms
104.25.39.20,IAD,北美洲,阿什本,288 ms
104.19.116.65,SJC,北美洲,圣何塞,288 ms
1.0.0.94,SJC,北美洲,圣何塞,288 ms
104.22.20.57,IAD,北美洲,阿什本,288 ms
104.20.1.66,IAD,北美洲,阿什本,288 ms
104.25.42.15,IAD,北美洲,阿什本,289 ms
104.24.16.246,IAD,北美洲,阿什本,289 ms
104.19.199.154,SJC,北美洲,圣何塞,289 ms
1.0.0.96,SJC,北美洲,圣何塞,289 ms
104.17.27.24,SJC,北美洲,圣何塞,289 ms
104.18.184.162,SJC,北美洲,圣何塞,289 ms
104.16.71.129,SJC,北美洲,圣何塞,289 ms
104.24.19.44,IAD,北美洲,阿什本,289 ms
104.24.18.65,IAD,北美洲,阿什本,289 ms
104.20.202.185,IAD,北美洲,阿什本,289 ms
104.25.66.62,IAD,北美洲,阿什本,290 ms
104.24.17.117,IAD,北美洲,阿什本,290 ms
104.18.107.165,SJC,北美洲,圣何塞,290 ms
104.20.195.248,IAD,北美洲,阿什本,290 ms
104.16.8.115,SJC,北美洲,圣何塞,290 ms
104.25.60.141,IAD,北美洲,阿什本,290 ms
104.20.212.240,IAD,北美洲,阿什本,291 ms
104.25.224.115,IAD,北美洲,阿什本,291 ms
104.18.200.61,SJC,北美洲,圣何塞,291 ms
104.20.100.8,IAD,北美洲,阿什本,291 ms
1.0.0.35,SJC,北美洲,圣何塞,291 ms
1.1.1.185,SJC,北美洲,圣何塞,291 ms
104.25.38.237,IAD,北美洲,阿什本,291 ms
104.18.206.131,SJC,北美洲,圣何塞,291 ms
1.0.0.139,SJC,北美洲,圣何塞,291 ms
104.16.24.103,SJC,北美洲,圣何塞,291 ms
104.18.245.89,SJC,北美洲,圣何塞,291 ms
104.25.124.62,IAD,北美洲,阿什本,291 ms
104.20.156.61,IAD,北美洲,阿什本,291 ms
104.17.69.88,SJC,北美洲,圣何塞,291 ms
104.25.222.190,IAD,北美洲,阿什本,291 ms
104.16.246.241,SJC,北美洲,圣何塞,291 ms
104.17.253.175,SJC,北美洲,圣何塞,292 ms
1.0.0.157,SJC,北美洲,圣何塞,292 ms
104.20.61.54,IAD,北美洲,阿什本,292 ms
104.19.184.151,SJC,北美洲,圣何塞,292 ms
1.0.0.174,SJC,北美洲,圣何塞,292 ms
104.17.235.187,SJC,北美洲,圣何塞,292 ms
104.20.157.86,IAD,北美洲,阿什本,292 ms
104.25.123.129,IAD,北美洲,阿什本,292 ms
104.16.70.56,SJC,北美洲,圣何塞,292 ms
104.25.223.206,IAD,北美洲,阿什本,292 ms
104.19.73.133,SJC,北美洲,圣何塞,293 ms
104.25.70.242,IAD,北美洲,阿什本,293 ms
104.18.171.13,SJC,北美洲,圣何塞,293 ms
104.18.156.180,SJC,北美洲,圣何塞,293 ms
104.20.242.174,IAD,北美洲,阿什本,293 ms
104.18.103.155,SJC,北美洲,圣何塞,294 ms
104.24.254.126,IAD,北美洲,阿什本,294 ms
104.25.220.201,IAD,北美洲,阿什本,294 ms
104.17.221.51,SJC,北美洲,圣何塞,294 ms
1.0.0.137,SJC,北美洲,圣何塞,294 ms
104.24.200.178,IAD,北美洲,阿什本,294 ms
1.1.1.244,SJC,北美洲,圣何塞,294 ms
104.25.221.88,IAD,北美洲,阿什本,294 ms
104.20.60.92,IAD,北美洲,阿什本,295 ms
104.19.146.105,SJC,北美洲,圣何塞,295 ms
104.25.36.89,IAD,北美洲,阿什本,295 ms
104.25.65.173,IAD,北美洲,阿什本,295 ms
104.21.93.137,AMS,欧洲,阿姆斯特丹,295 ms
104.25.53.88,IAD,北美洲,阿什本,296 ms
104.20.243.80,IAD,北美洲,阿什本,296 ms
104.20.241.78,IAD,北美洲,阿什本,296 ms
104.25.32.166,IAD,北美洲,阿什本,296 ms
104.17.145.49,SJC,北美洲,圣何塞,296 ms
104.25.218.22,IAD,北美洲,阿什本,296 ms
104.18.47.104,SJC,北美洲,圣何塞,297 ms
104.24.233.37,IAD,北美洲,阿什本,297 ms
104.25.219.71,IAD,北美洲,阿什本,297 ms
104.24.199.21,IAD,北美洲,阿什本,298 ms
104.18.2.11,SJC,北美洲,圣何塞,298 ms
104.24.198.189,IAD,北美洲,阿什本,298 ms
104.19.168.128,SJC,北美洲,圣何塞,298 ms
104.20.155.175,IAD,北美洲,阿什本,298 ms
1.1.1.95,SJC,北美洲,圣何塞,298 ms
104.21.92.199,AMS,欧洲,阿姆斯特丹,298 ms
104.25.34.249,IAD,北美洲,阿什本,298 ms
1.0.0.141,SJC,北美洲,圣何塞,298 ms
1.1.1.101,SJC,北美洲,圣何塞,298 ms
104.24.201.69,IAD,北美洲,阿什本,299 ms
104.20.0.27,IAD,北美洲,阿什本,299 ms
104.17.182.100,SJC,北美洲,圣何塞,299 ms
104.25.33.103,IAD,北美洲,阿什本,299 ms
104.19.94.192,SJC,北美洲,圣何塞,299 ms
104.16.142.135,SJC,北美洲,圣何塞,299 ms
104.25.27.62,IAD,北美洲,阿什本,299 ms
104.18.240.144,SJC,北美洲,圣何塞,299 ms
104.21.91.192,AMS,欧洲,阿姆斯特丹,300 ms
104.18.202.162,SJC,北美洲,圣何塞,300 ms
1.0.0.145,SJC,北美洲,圣何塞,300 ms
104.25.122.233,IAD,北美洲,阿什本,300 ms
104.25.37.209,IAD,北美洲,阿什本,300 ms
104.25.29.150,IAD,北美洲,阿什本,300 ms
104.19.194.67,SJC,北美洲,圣何塞,300 ms
104.19.197.255,SJC,北美洲,圣何塞,300 ms
104.25.52.200,IAD,北美洲,阿什本,300 ms
104.17.65.40,SJC,北美洲,圣何塞,300 ms
1.1.1.118,SJC,北美洲,圣何塞,300 ms
104.25.28.162,IAD,北美洲,阿什本,300 ms
104.21.111.6,AMS,欧洲,阿姆斯特丹,301 ms
104.25.120.49,IAD,北美洲,阿什本,301 ms
104.17.85.32,SJC,北美洲,圣何塞,301 ms
104.19.189.1,SJC,北美洲,圣何塞,301 ms
104.20.121.234,IAD,北美洲,阿什本,301 ms
104.23.118.215,IAD,北美洲,阿什本,301 ms
104.23.117.85,IAD,北美洲,阿什本,301 ms
1.0.0.107,SJC,北美洲,圣何塞,302 ms
1.1.1.199,SJC,北美洲,圣何塞,302 ms
104.24.196.216,IAD,北美洲,阿什本,302 ms
104.17.101.137,SJC,北美洲,圣何塞,302 ms
104.20.154.45,IAD,北美洲,阿什本,302 ms
104.18.220.167,SJC,北美洲,圣何塞,302 ms
104.19.176.78,SJC,北美洲,圣何塞,302 ms
104.23.119.218,IAD,北美洲,阿什本,302 ms
104.25.167.247,IAD,北美洲,阿什本,303 ms
104.20.58.16,IAD,北美洲,阿什本,303 ms
104.20.153.240,IAD,北美洲,阿什本,303 ms
104.20.152.52,IAD,北美洲,阿什本,303 ms
104.25.23.80,IAD,北美洲,阿什本,303 ms
104.16.104.19,SJC,北美洲,圣何塞,303 ms
104.20.113.202,IAD,北美洲,阿什本,303 ms
104.18.241.65,SJC,北美洲,圣何塞,303 ms
104.20.108.244,IAD,北美洲,阿什本,303 ms
104.20.110.187,IAD,北美洲,阿什本,303 ms
104.25.148.97,IAD,北美洲,阿什本,304 ms
104.17.165.118,SJC,北美洲,圣何塞,304 ms
104.16.220.29,SJC,北美洲,圣何塞,304 ms
104.21.198.97,AMS,欧洲,阿姆斯特丹,304 ms
104.21.17.75,AMS,欧洲,阿姆斯特丹,305 ms
104.25.31.133,IAD,北美洲,阿什本,305 ms
104.25.217.205,IAD,北美洲,阿什本,305 ms
104.16.6.166,SJC,北美洲,圣何塞,305 ms
104.19.229.245,SJC,北美洲,圣何塞,305 ms
104.18.94.71,SJC,北美洲,圣何塞,306 ms
104.16.101.103,SJC,北美洲,圣何塞,306 ms
104.17.138.154,SJC,北美洲,圣何塞,306 ms
104.25.121.155,IAD,北美洲,阿什本,306 ms
104.24.13.29,IAD,北美洲,阿什本,306 ms
104.25.30.66,IAD,北美洲,阿什本,306 ms
104.20.101.108,IAD,北美洲,阿什本,307 ms
104.21.193.178,AMS,欧洲,阿姆斯特丹,307 ms
104.23.116.106,IAD,北美洲,阿什本,307 ms
104.23.115.143,IAD,北美洲,阿什本,307 ms
104.16.106.80,SJC,北美洲,圣何塞,307 ms
104.20.59.35,IAD,北美洲,阿什本,307 ms
104.19.160.4,SJC,北美洲,圣何塞,307 ms
104.25.26.77,IAD,北美洲,阿什本,307 ms
1.1.1.122,SJC,北美洲,圣何塞,307 ms
104.17.171.202,SJC,北美洲,圣何塞,307 ms
1.1.1.64,SJC,北美洲,圣何塞,307 ms
104.24.12.57,IAD,北美洲,阿什本,307 ms
1.0.0.10,SJC,北美洲,圣何塞,308 ms
1.0.0.121,SJC,北美洲,圣何塞,308 ms
104.19.49.211,SJC,北美洲,圣何塞,309 ms
1.1.1.222,SJC,北美洲,圣何塞,309 ms
104.25.24.120,IAD,北美洲,阿什本,309 ms
104.18.218.120,SJC,北美洲,圣何塞,309 ms
1.0.0.184,SJC,北美洲,圣何塞,309 ms
1.0.0.43,SJC,北美洲,圣何塞,309 ms
104.24.223.233,IAD,北美洲,阿什本,309 ms
1.0.0.250,SJC,北美洲,圣何塞,309 ms
104.17.175.93,SJC,北美洲,圣何塞,310 ms
1.0.0.216,SJC,北美洲,圣何塞,310 ms
1.1.1.44,SJC,北美洲,圣何塞,310 ms
104.20.151.115,IAD,北美洲,阿什本,310 ms
104.19.163.246,SJC,北美洲,圣何塞,310 ms
104.17.217.9,SJC,北美洲,圣何塞,310 ms
1.1.1.120,SJC,北美洲,圣何塞,310 ms
1.1.1.89,SJC,北美洲,圣何塞,310 ms
104.22.36.118,IAD,北美洲,阿什本,310 ms
104.17.216.232,SJC,北美洲,圣何塞,311 ms
104.19.91.239,SJC,北美洲,圣何塞,311 ms
1.1.1.211,SJC,北美洲,圣何塞,311 ms
1.0.0.89,SJC,北美洲,圣何塞,311 ms
104.25.119.96,IAD,北美洲,阿什本,312 ms
104.16.173.171,SJC,北美洲,圣何塞,312 ms
1.1.1.112,SJC,北美洲,圣何塞,312 ms
1.0.0.255,SJC,北美洲,圣何塞,313 ms
1.1.1.220,SJC,北美洲,圣何塞,313 ms
104.16.171.80,SJC,北美洲,圣何塞,313 ms
1.0.0.93,SJC,北美洲,圣何塞,313 ms
104.25.117.120,IAD,北美洲,阿什本,314 ms
104.20.150.35,IAD,北美洲,阿什本,314 ms
104.17.94.68,SJC,北美洲,圣何塞,314 ms
104.16.139.102,SJC,北美洲,圣何塞,315 ms
104.19.8.142,SJC,北美洲,圣何塞,315 ms
1.1.1.95,SJC,北美洲,圣何塞,316 ms
104.25.22.159,IAD,北美洲,阿什本,316 ms
104.18.249.155,SJC,北美洲,圣何塞,316 ms
154.197.121.53,SJC,北美洲,圣何塞,316 ms
1.0.0.71,SJC,北美洲,圣何塞,316 ms
193.9.49.71,SJC,北美洲,圣何塞,317 ms
1.1.1.177,SJC,北美洲,圣何塞,317 ms
104.17.189.175,SJC,北美洲,圣何塞,318 ms
104.17.155.75,SJC,北美洲,圣何塞,318 ms
1.0.0.159,SJC,北美洲,圣何塞,318 ms
104.18.132.96,SJC,北美洲,圣何塞,318 ms
104.16.61.117,SJC,北美洲,圣何塞,318 ms
104.16.80.183,SJC,北美洲,圣何塞,318 ms
104.19.224.163,SJC,北美洲,圣何塞,319 ms
104.17.62.26,SJC,北美洲,圣何塞,320 ms
104.18.3.211,SJC,北美洲,圣何塞,320 ms
104.25.18.143,IAD,北美洲,阿什本,320 ms
104.16.44.131,SJC,北美洲,圣何塞,320 ms
104.18.77.93,SJC,北美洲,圣何塞,320 ms
104.26.8.154,IAD,北美洲,阿什本,321 ms
1.0.0.189,SJC,北美洲,圣何塞,321 ms
104.24.153.179,IAD,北美洲,阿什本,321 ms
1.1.1.30,SJC,北美洲,圣何塞,321 ms
1.0.0.49,SJC,北美洲,圣何塞,321 ms
104.24.9.54,IAD,北美洲,阿什本,321 ms
104.19.52.143,SJC,北美洲,圣何塞,321 ms
104.19.145.211,SJC,北美洲,圣何塞,321 ms
104.19.161.166,SJC,北美洲,圣何塞,321 ms
1.0.0.115,SJC,北美洲,圣何塞,322 ms
104.17.141.112,SJC,北美洲,圣何塞,322 ms
1.1.1.21,SJC,北美洲,圣何塞,322 ms
104.18.131.19,SJC,北美洲,圣何塞,322 ms
1.1.1.146,SJC,北美洲,圣何塞,323 ms
1.0.0.48,SJC,北美洲,圣何塞,323 ms
104.16.90.50,SJC,北美洲,圣何塞,323 ms
104.16.9.95,SJC,北美洲,圣何塞,323 ms
104.16.93.172,SJC,北美洲,圣何塞,323 ms
104.20.149.203,IAD,北美洲,阿什本,324 ms
104.18.130.194,SJC,北美洲,圣何塞,324 ms
104.17.162.178,SJC,北美洲,圣何塞,324 ms
104.17.214.95,SJC,北美洲,圣何塞,324 ms
104.16.211.84,SJC,北美洲,圣何塞,324 ms
104.18.227.234,SJC,北美洲,圣何塞,325 ms
1.1.1.7,SJC,北美洲,圣何塞,325 ms
1.1.1.149,SJC,北美洲,圣何塞,325 ms
104.16.20.51,SJC,北美洲,圣何塞,325 ms
104.18.196.219,SJC,北美洲,圣何塞,325 ms
1.0.0.183,SJC,北美洲,圣何塞,326 ms
104.19.158.106,SJC,北美洲,圣何塞,326 ms
104.17.172.162,SJC,北美洲,圣何塞,326 ms
1.0.0.178,SJC,北美洲,圣何塞,327 ms
104.17.59.168,SJC,北美洲,圣何塞,327 ms
1.0.0.120,SJC,北美洲,圣何塞,327 ms
1.1.1.83,SJC,北美洲,圣何塞,327 ms
1.1.1.133,SJC,北美洲,圣何塞,327 ms
1.0.0.144,SJC,北美洲,圣何塞,327 ms
104.18.46.128,SJC,北美洲,圣何塞,328 ms
104.19.55.161,SJC,北美洲,圣何塞,328 ms
1.1.1.58,SJC,北美洲,圣何塞,328 ms
104.17.231.100,SJC,北美洲,圣何塞,328 ms
1.1.1.234,SJC,北美洲,圣何塞,328 ms
1.1.1.253,SJC,北美洲,圣何塞,328 ms
104.17.169.73,SJC,北美洲,圣何塞,329 ms
1.1.1.220,SJC,北美洲,圣何塞,330 ms
104.25.14.232,IAD,北美洲,阿什本,330 ms
104.19.192.230,SJC,北美洲,圣何塞,331 ms
104.16.164.38,SJC,北美洲,圣何塞,331 ms
1.0.0.76,SJC,北美洲,圣何塞,331 ms
104.19.167.145,SJC,北美洲,圣何塞,331 ms
104.17.109.84,SJC,北美洲,圣何塞,332 ms
104.18.142.125,SJC,北美洲,圣何塞,332 ms
104.19.92.96,SJC,北美洲,圣何塞,332 ms
104.17.79.106,SJC,北美洲,圣何塞,333 ms
1.0.0.138,SJC,北美洲,圣何塞,333 ms
1.0.0.225,SJC,北美洲,圣何塞,333 ms
104.17.64.230,SJC,北美洲,圣何塞,335 ms
104.16.232.2,SJC,北美洲,圣何塞,335 ms
104.17.58.193,SJC,北美洲,圣何塞,336 ms
195.85.23.10,SJC,北美洲,圣何塞,336 ms
104.18.216.125,SJC,北美洲,圣何塞,336 ms
104.17.247.129,SJC,北美洲,圣何塞,336 ms
104.18.87.154,SJC,北美洲,圣何塞,337 ms
104.16.26.76,SJC,北美洲,圣何塞,338 ms
104.19.109.152,SJC,北美洲,圣何塞,338 ms
104.17.55.152,SJC,北美洲,圣何塞,339 ms
104.17.220.221,SJC,北美洲,圣何塞,339 ms
104.18.215.21,SJC,北美洲,圣何塞,339 ms
104.17.0.161,SJC,北美洲,圣何塞,339 ms
1.0.0.115,SJC,北美洲,圣何塞,339 ms
104.17.111.58,SJC,北美洲,圣何塞,339 ms
1.1.1.230,SJC,北美洲,圣何塞,339 ms
104.17.105.170,SJC,北美洲,圣何塞,341 ms
1.1.1.50,SJC,北美洲,圣何塞,341 ms
1.1.1.7,SJC,北美洲,圣何塞,342 ms
104.16.197.156,SJC,北美洲,圣何塞,342 ms
1.1.1.11,SJC,北美洲,圣何塞,342 ms
1.1.1.145,SJC,北美洲,圣何塞,342 ms
104.17.159.57,SJC,北美洲,圣何塞,342 ms
1.0.0.148,SJC,北美洲,圣何塞,343 ms
1.0.0.150,SJC,北美洲,圣何塞,343 ms
23.227.60.164,SJC,北美洲,圣何塞,343 ms
104.18.74.193,SJC,北美洲,圣何塞,343 ms
104.18.128.51,SJC,北美洲,圣何塞,343 ms
104.18.165.40,SJC,北美洲,圣何塞,343 ms
154.197.80.33,SJC,北美洲,圣何塞,343 ms
104.16.60.53,SJC,北美洲,圣何塞,343 ms
104.18.141.107,SJC,北美洲,圣何塞,344 ms
1.0.0.176,SJC,北美洲,圣何塞,344 ms
104.18.49.247,SJC,北美洲,圣何塞,344 ms
104.16.63.68,SJC,北美洲,圣何塞,344 ms
104.16.131.154,SJC,北美洲,圣何塞,344 ms
104.19.159.99,SJC,北美洲,圣何塞,344 ms
104.16.252.46,SJC,北美洲,圣何塞,344 ms
104.19.51.50,SJC,北美洲,圣何塞,345 ms
104.17.34.3,SJC,北美洲,圣何塞,345 ms
104.17.181.150,SJC,北美洲,圣何塞,345 ms
104.16.62.141,SJC,北美洲,圣何塞,345 ms
104.16.237.105,SJC,北美洲,圣何塞,345 ms
1.1.1.110,SJC,北美洲,圣何塞,345 ms
104.17.209.205,SJC,北美洲,圣何塞,346 ms
104.18.55.13,SJC,北美洲,圣何塞,346 ms
104.19.162.242,SJC,北美洲,圣何塞,346 ms
1.0.0.189,SJC,北美洲,圣何塞,346 ms
1.0.0.38,SJC,北美洲,圣何塞,346 ms
104.16.36.89,SJC,北美洲,圣何塞,346 ms
104.19.43.40,SJC,北美洲,圣何塞,346 ms
1.1.1.136,SJC,北美洲,圣何塞,347 ms
1.1.1.170,SJC,北美洲,圣何塞,347 ms
1.1.1.209,SJC,北美洲,圣何塞,347 ms
1.0.0.233,SJC,北美洲,圣何塞,348 ms
104.17.51.84,SJC,北美洲,圣何塞,348 ms
104.18.147.43,SJC,北美洲,圣何塞,348 ms
1.1.1.78,SJC,北美洲,圣何塞,348 ms
1.0.0.2,SJC,北美洲,圣何塞,348 ms
1.1.1.210,SJC,北美洲,圣何塞,348 ms
104.16.58.15,SJC,北美洲,圣何塞,349 ms
104.16.19.85,SJC,北美洲,圣何塞,349 ms
104.16.250.255,SJC,北美洲,圣何塞,349 ms
1.0.0.88,SJC,北美洲,圣何塞,349 ms
104.16.170.23,SJC,北美洲,圣何塞,350 ms
104.18.105.202,SJC,北美洲,圣何塞,350 ms
1.1.1.187,SJC,北美洲,圣何塞,350 ms
1.0.0.207,SJC,北美洲,圣何塞,351 ms
1.0.0.58,SJC,北美洲,圣何塞,351 ms
104.19.54.146,SJC,北美洲,圣何塞,351 ms
104.16.214.176,SJC,北美洲,圣何塞,351 ms
104.16.38.19,SJC,北美洲,圣何塞,351 ms
104.16.91.84,SJC,北美洲,圣何塞,351 ms
104.19.155.11,SJC,北美洲,圣何塞,351 ms
104.19.177.175,SJC,北美洲,圣何塞,352 ms
1.1.1.149,SJC,北美洲,圣何塞,352 ms
104.17.211.53,SJC,北美洲,圣何塞,352 ms
1.1.1.13,SJC,北美洲,圣何塞,352 ms
1.1.1.91,SJC,北美洲,圣何塞,352 ms
104.17.243.239,SJC,北美洲,圣何塞,353 ms
104.16.28.153,SJC,北美洲,圣何塞,353 ms
104.17.117.49,SJC,北美洲,圣何塞,353 ms
1.0.0.176,SJC,北美洲,圣何塞,353 ms
195.245.221.228,SJC,北美洲,圣何塞,353 ms
1.1.1.19,SJC,北美洲,圣何塞,354 ms
1.0.0.36,SJC,北美洲,圣何塞,354 ms
104.17.195.83,SJC,北美洲,圣何塞,354 ms
192.133.11.69,SJC,北美洲,圣何塞,354 ms
1.1.1.16,SJC,北美洲,圣何塞,354 ms
1.1.1.151,SJC,北美洲,圣何塞,354 ms
1.0.0.207,SJC,北美洲,圣何塞,354 ms
1.1.1.183,SJC,北美洲,圣何塞,355 ms
104.16.39.200,SJC,北美洲,圣何塞,355 ms
104.17.121.8,SJC,北美洲,圣何塞,355 ms
104.16.243.249,SJC,北美洲,圣何塞,356 ms
193.227.99.137,SJC,北美洲,圣何塞,356 ms
1.1.1.117,SJC,北美洲,圣何塞,356 ms
104.16.226.253,SJC,北美洲,圣何塞,356 ms
